cardinality of set,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
bool_band,,,,,,,,,,,,,,,,,,,,,
count,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0007,0.0009,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0057,0.0085,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.01256000000012,0.01380999999992,0.00511699999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bool_bor,,,,,,,,,,,,,,,,,,,,,
count,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0006000000000000001,0.0009,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0045000000000000005,0.006999999999999999,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.012792000000000001,0.01524199999995,0.00863299999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bool_impl,,,,,,,,,,,,,,,,,,,,,
count,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0007,0.0009,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0058000000000000005,0.0077,0.0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.015187999999860001,0.01415499999985,0.0058489999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bool_neg,,,,,,,,,,,,,,,,,,,,,
count,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.00319599999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bool_xor,,,,,,,,,,,,,,,,,,,,,
count,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.001,0.0034,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0063999999999999994,0.0127,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.02035400000022,0.02623199999993,0.0109580000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nat_add,,,,,,,,,,,,,,,,,,,,,
count,0,0,8,10,10,10,10,10,8,1,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,4,8,8,9,10,10,8,1,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,2,4,10,10,8,1,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,3,5,10,10,8,1,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,7,9,10,10,10,8,1,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.021599999999999998,0.028900000000000002,0.0485,0.0489,0.07819999999999999,0.085,0.07609999999999999,0.0137,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.17129999999999998,0.6460999999999999,2.8486999999999996,2.5781999999999994,5.2098,1.3568,0.3377,0.0233,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.054001999999859995,0.06202099999996,0.06240300000012999,0.06565999999979999,0.06832400000007,0.06397899999979,0.050555000000019994,0.00610299999994,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nat_iseven,,,,,,,,,,,,,,,,,,,,,
count,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0007,0.0031,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0205,0.042499999999999996,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.00875599999994,0.015166000000140002,0.00932499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
