bool_band, 0.20455408096313477
bool_bor, 0.05082297325134277
bool_impl, 0.04116201400756836
bool_neg, 0.040517330169677734
bool_xor, 0.04192209243774414
nat_add, 0.04666399955749512
nat_iseven, 0.04274392127990723
nat_max, 0.09532499313354492
nat_pred, 0.07063126564025879
list_hd, 0.04154205322265625
list_tl, 0.04414224624633789
list_last, 0.06451582908630371
list_take, 0.22259902954101562
list_drop, 0.10990309715270996
list_nth, 6.155827760696411
list_sum, 0.04663586616516113
list_length, 0.04011893272399902
list_even_parity, 0.059272050857543945
list_inc, 0.0485379695892334
list_stutter, 0.04745078086853027
list_snoc, 0.044001102447509766
list_append, 0.04212689399719238
list_compress, 24.127966165542603
list_concat, 0.09079885482788086
list_rev_append, 120.04505395889282
list_rev_fold, 0.042498111724853516
list_rev_snoc, 0.042981863021850586
list_rev_tailcall, 0.061330318450927734
list_pairwise_swap, 0.9479868412017822
list_sort_sorted_insert, 0.05516219139099121
list_sorted_insert, 31.777483701705933
list_map, 0.0515439510345459
list_filter, 0.61185622215271
list_fold, 0.10701799392700195
tree_count_leaves, 0.07756900787353516
tree_count_nodes, 0.04909992218017578
tree_inorder, 120.04627585411072
tree_inorder_bool, 120.05149698257446
tree_postorder, 0.27910661697387695
tree_preorder, 0.09898495674133301
tree_nodes_at_level, 17.740123987197876
tree_map, 0.6638228893280029
tree_binsert, 120.13103795051575
